WA,WA_Name,plan_code,Issue Date,cntrct_code,app_recvd_date,annual_premium,issue_state,policy_nbr,paid_to_date,first_name,last_name,insured_address,insured_city,zip,draft_date,coverage_amount,Mode,tobacco,insured_ssn_last4,agent_first_name,agent_last_name,agent_email,insured_email,insured_phone_no,Contract Reason,Contract Date,Term Date,last_premium_applied,billing_method,gender
WONVV6G7,EMILY SMITH,SP500 FL,20230211,T,20221220,2446.98,PA,GTL7483073M,20230519,Victoria,Wilson,8594 MAPLE ST,Jim Thorpe,41206,,25000,Semi-Annual,N,3741,Emily,Smith,emily.smith8@insurancecorp.com,VICTORIAWILSON27@email.com,8004086603,Check Returned,20230211,20230211,20230515,PAC,F
50WS0FP3,AMANDA SCOTT,TRM20 NY,20250718,A,20250514,4238.7,WA,GTL1785169A,20251111,Chloe,Allen,7434 MAIN ST,Spokane,87234,20251112,25000,Monthly,N,6464,Amanda,Scott,amanda.scott8@insurancecorp.com,CHLOEALLEN11@email.com,8006513290,Credit Card Declined,20250718,20250807,20251006,PAC,F
7F8CSZAM,MICHAEL LOPEZ,WL10R TX,20230608,C,20230519,3148.55,NY,GTL3364173Z,20240416,John,Martin,1093 ELM ST,Albany,20767,,10000,Semi-Annual,Y,2729,Michael,Lopez,michael.lopez7@insurancecorp.com,JOHNMARTIN32@email.com,8006155570,CONV,20230608,,20240404,PAC,M
E3FUG3R4,JAMES CLARK,PUL99 WA,20240409,A,20240203,4123.09,TX,GTL2591064J,20250328,Kevin,Martin,2813 OAK ST,Houston,33541,,12000,Semi-Annual,N,9117,James,Clark,james.clark6@insurancecorp.com,KEVINMARTIN85@email.com,8000134844,CONV,20240409,,20250315,CHECK,M
FAL63HH3,MATTHEW MOORE,WL10R TX,20240317,R,20240115,3742.6,MA,GTL0174120Y,20250202,Elizabeth,Davis,3260 MAPLE ST,Worcester,85091,,50000,Monthly,N,5932,Matthew,Moore,matthew.moore8@insurancecorp.com,ELIZABETHDAVIS45@email.com,8002632798,Check Returned,20240317,20241116,20241224,PAC,F
5L4EF53Q,SOPHIA HARRIS,WL12S PA,20240227,C,20240117,1544.56,NY,GTL0004773K,20240803,Chloe,Martin,3768 MAPLE ST,New York,60451,,25000,Semi-Annual,Y,0150,Sophia,Harris,sophia.harris5@insurancecorp.com,CHLOEMARTIN83@email.com,8000016094,Cancelled,20240227,20240305,20240714,CHECK,M
JGF7JI1K,NICOLE ANDERSON,UL05G CA,20240330,R,20240306,1370.84,CO,GTL7041564H,20250219,Amanda,Johnson,3808 MAIN ST,Aurora,70802,20250301,50000,Semi-Annual,Y,8018,Nicole,Anderson,nicole.anderson1@insurancecorp.com,AMANDAJOHNSON13@email.com,8008371949,Cancelled,20240330,20240330,20250105,MAIL,F
ESJ1AD2Z,MELISSA MOORE,PUL99 WA,20240425,R,20240315,3464.91,GA,GTL6838378F,20250322,Megan,Moore,2425 ELM ST,Atlanta,58267,20250308,5000,Annual,Y,0554,Melissa,Moore,melissa.moore2@insurancecorp.com,MEGANMOORE45@email.com,8004446365,Credit Card Declined,20240425,20240925,20250125,CHECK,M
B73GPNMQ,LAUREN MOORE,LIF20 AZ,20260225,A,20260130,1481.99,TX,GTL1157103S,20260809,Jane,Lee,4611 OAK ST,Austin,73529,,12000,Semi-Annual,Y,3225,Lauren,Moore,lauren.moore9@insurancecorp.com,JANELEE34@email.com,8001382635,RERAT,20260225,,20260714,PAC,M
PBN5KGK7,DAVID LOPEZ,UL05G CA,20230130,R,20230105,4679.83,FL,GTL8765320E,20230506,Brian,Davis,1763 OAK ST,Orlando,73125,,5000,Semi-Annual,Y,6176,David,Lopez,david.lopez1@insurancecorp.com,BRIANDAVIS61@email.com,8005167509,Cancelled,20230130,20230221,20230428,MAIL,M
GK4NP7L7,DANIEL DAVIS,WL10R TX,20251219,A,20251210,4837.78,GA,GTL5812479W,20260905,John,Taylor,9512 PINE ST,Savannah,53610,,10000,Semi-Annual,N,8118,Daniel,Davis,daniel.davis7@insurancecorp.com,JOHNTAYLOR32@email.com,8008999674,REI,20251219,,20260718,CHECK,M
K3KTYCW4,CHRIS BROWN,SP500 FL,20220316,C,20211231,4189.77,NJ,GTL0055555L,20221031,Jessica,Clark,8162 OAK ST,Jersey City,43878,,10000,Annual,N,0926,Chris,Brown,chris.brown6@insurancecorp.com,JESSICACLARK75@email.com,8009285253,Cancelled,20220316,20220322,20221025,CHECK,M
IDU60JNF,AMANDA HERNANDEZ,TRM20 NY,20250521,R,20250515,4836.12,AZ,GTL7878512B,20251119,Henry,White,5691 OAK ST,Phoenix,78057,20251129,50000,Semi-Annual,N,7384,Amanda,Hernandez,amanda.hernandez2@insurancecorp.com,HENRYWHITE17@email.com,8008103053,Cancelled,20250521,20250526,20250929,PAC,M
B0LX9EE9,KEVIN MARTINEZ,WL12S PA,20260127,R,20251031,4839.62,WA,GTL8128634H,20261008,Chloe,White,8868 PINE ST,Seattle,04862,,100000,Quarterly,N,2972,Kevin,Martinez,kevin.martinez2@insurancecorp.com,CHLOEWHITE47@email.com,8003128770,LP,20260127,,20260907,MAIL,M
DP5T7VTG,MEGAN WHITE,WL12S PA,20250728,A,20250511,3509.25,AZ,GTL5285297Y,20251214,James,Martinez,9422 MAIN ST,Phoenix,41774,20251217,5000,Annual,N,3324,Megan,White,megan.white6@insurancecorp.com,JAMESMARTINEZ97@email.com,8003711179,Check Returned,20250728,20250930,20251214,CHECK,M
O7PBCD74,MATTHEW WILLIAMS,SP500 FL,20240112,C,20231227,1349.35,NY,GTL0091661Q,20240830,Ashley,Garcia,174 MAPLE ST,Buffalo,21603,,100000,Semi-Annual,Y,7805,Matthew,Williams,matthew.williams4@insurancecorp.com,ASHLEYGARCIA56@email.com,8006716863,Cancelled,20240112,20240402,20240801,CHECK,F
IO0O7Y1A,JESSICA LEE,WL12S PA,20251215,C,20251006,4340.69,WA,GTL4235918D,20260626,John,Williams,4595 PINE ST,Seattle,81122,20260702,100000,Semi-Annual,Y,7691,Jessica,Lee,jessica.lee9@insurancecorp.com,JOHNWILLIAMS93@email.com,8005968686,,20251215,,20260514,DIR,F
XCJBAWEI,HENRY JONES,TRM20 NY,20220606,R,20220331,2143.93,MA,GTL2898955H,20221020,Matthew,Jones,5119 OAK ST,Springfield,46723,,12000,Monthly,Y,7703,Henry,Jones,henry.jones3@insurancecorp.com,MATTHEWJONES17@email.com,8002392810,NSF,20220606,20220625,20220828,CHECK,M
QEODVWB3,ANDREW WALKER,PUL99 WA,20230519,R,20230405,4115.89,CA,GTL3552418T,20230604,Grace,Anderson,3323 MAIN ST,San Diego,45234,,50000,Annual,N,4489,Andrew,Walker,andrew.walker6@insurancecorp.com,GRACEANDERSON59@email.com,8009318303,LP,20230519,,20230509,PAC,F
0OPFG59S,ROBERT MILLER,LIF20 AZ,20240630,C,20240413,1326.04,MI,GTL1221609N,20250508,Robert,Moore,6568 MAIN ST,Grand Rapids,82725,,100000,Monthly,Y,9222,Robert,Miller,robert.miller3@insurancecorp.com,ROBERTMOORE31@email.com,8006841264,RERAT,20240630,,20250407,MAIL,F
BYQ1GECZ,JESSICA JONES,TRM20 NY,20251002,T,20250921,3446.85,MA,GTL3953475P,20251126,David,Smith,4321 PINE ST,Springfield,41289,,100000,Monthly,N,4573,Jessica,Jones,jessica.jones8@insurancecorp.com,DAVIDSMITH33@email.com,8009891982,Check Returned,20251002,20251016,20251011,CHECK,F
Z3DEJ7AX,BRIAN JOHNSON,LIF20 AZ,20240331,R,20240122,4398.12,NC,GTL3363177R,20240625,Amanda,Hall,6350 MAIN ST,Raleigh,39228,,50000,Semi-Annual,N,6653,Brian,Johnson,brian.johnson1@insurancecorp.com,AMANDAHALL76@email.com,8002020361,Check Returned,20240331,20240416,20240618,DIR,F
Q1OGD007,LAUREN ALLEN,UL05G CA,20241106,C,20240922,4240.46,NC,GTL6771335N,20250825,Robert,Garcia,6035 PINE ST,Durham,51387,,100000,Monthly,Y,5744,Lauren,Allen,lauren.allen4@insurancecorp.com,ROBERTGARCIA41@email.com,8004673930,RERAT,20241106,,20250711,MAIL,M
05VTCPTH,RYAN MARTIN,LIF20 AZ,20211231,C,20211214,1152.88,FL,GTL8728810U,20220212,Jessica,Jackson,6620 ELM ST,Tampa,39706,,5000,Annual,Y,1536,Ryan,Martin,ryan.martin6@insurancecorp.com,JESSICAJACKSON22@email.com,8006671424,REI,20211231,,20211225,CHECK,M
KF2DA2I4,ASHLEY SMITH,UL05G CA,20221123,T,20221015,4916.63,MI,GTL5372992A,20230122,Brian,Davis,6851 MAPLE ST,Grand Rapids,30962,,50000,Annual,N,1493,Ashley,Smith,ashley.smith5@insurancecorp.com,BRIANDAVIS92@email.com,8004977251,RERAT,20221123,,20221127,MAIL,F
R8F4U2EV,MICHAEL SMITH,UL05G CA,20221222,R,20220930,4850.74,AZ,GTL2191826K,20231017,Daniel,Moore,5599 MAPLE ST,Phoenix,73976,,12000,Semi-Annual,N,8921,Michael,Smith,michael.smith8@insurancecorp.com,DANIELMOORE81@email.com,8006484185,Account Closed,20221222,20221224,20230927,DIR,M
CC10YDV8,RYAN TAYLOR,WL12S PA,20230305,T,20230117,2591.89,NJ,GTL5154077Q,20231009,Emily,White,7750 PINE ST,Paterson,84306,,10000,Quarterly,Y,1749,Ryan,Taylor,ryan.taylor7@insurancecorp.com,EMILYWHITE86@email.com,8009398000,Cancelled,20230305,20230317,20230913,MAIL,F
ZU8014IS,SOPHIA SCOTT,WL10R TX,20241117,T,20241026,4111.15,IL,GTL1983925T,20250128,Michael,Martin,9420 OAK ST,Aurora,59264,,25000,Semi-Annual,N,4383,Sophia,Scott,sophia.scott3@insurancecorp.com,MICHAELMARTIN66@email.com,8009008874,Account Closed,20241117,20250316,20241130,MAIL,F
8KK0AGT5,HENRY MARTIN,WL10R TX,20240312,A,20240117,3480.41,AZ,GTL1465179P,20250126,Victoria,Anderson,9666 MAPLE ST,Mesa,67879,,12000,Annual,N,5583,Henry,Martin,henry.martin5@insurancecorp.com,VICTORIAANDERSON25@email.com,8008935059,Account Closed,20240312,20241122,20241215,PAC,F
R1TFVCFH,GEORGE DAVIS,SP500 FL,20250325,T,20250119,3814.67,FL,GTL7258851Q,20251220,Jessica,Hall,1310 OAK ST,Jacksonville,23806,20251230,50000,Annual,Y,0996,George,Davis,george.davis5@insurancecorp.com,JESSICAHALL61@email.com,8000307937,Cancelled,20250325,20250328,20251212,DIR,M
JQMTQ9S5,BRIAN YOUNG,UL05G CA,20220517,T,20220223,4873.18,FL,GTL7049684E,20230417,Victoria,Walker,5476 PINE ST,Tampa,05232,20230410,50000,Quarterly,Y,6987,Brian,Young,brian.young3@insurancecorp.com,VICTORIAWALKER87@email.com,8008616687,,20220517,,20230303,PAC,M
VBLWH1R7,MELISSA SMITH,LIF20 AZ,20220509,T,20220209,4754.34,CO,GTL4734221Y,20221013,Daniel,Rodriguez,3444 MAPLE ST,Colorado Springs,53832,,5000,Monthly,N,8479,Melissa,Smith,melissa.smith8@insurancecorp.com,DANIELRODRIGUEZ59@email.com,8000020787,Cancelled,20220509,20220509,20220821,CHECK,F
D8ZQXLAI,MICHAEL TAYLOR,WL12G PA,20230518,R,20230329,2164.8,NC,GTL6777053Y,20240229,Henry,Moore,2845 OAK ST,Greensboro,29087,,12000,Annual,Y,1317,Michael,Taylor,michael.taylor2@insurancecorp.com,HENRYMOORE84@email.com,8006280225,REI,20230518,,20240229,CHECK,M
QIU4FHNN,WILLIAM MOORE,PUL99 WA,20220903,R,20220711,707.11,NC,GTL5052215Q,20221018,William,Young,2195 ELM ST,Raleigh,28028,,50000,Annual,N,9737,William,Moore,william.moore5@insurancecorp.com,WILLIAMYOUNG18@email.com,8008018018,,20220903,,20220917,MAIL,F
H6HK3N9B,MEGAN JONES,WL12S PA,20251125,A,20250915,4178.97,TX,GTL7658308G,20261017,Megan,Clark,3492 OAK ST,Houston,28457,,12000,Monthly,N,4332,Megan,Jones,megan.jones5@insurancecorp.com,MEGANCLARK39@email.com,8004384639,REI,20251125,,20260926,CHECK,F
3X59SAI5,CHLOE YOUNG,UL05G CA,20210905,R,20210715,2419.84,NJ,GTL7520727T,20220426,Andrew,Clark,163 PINE ST,Jersey City,44770,,50000,Semi-Annual,Y,3158,Chloe,Young,chloe.young1@insurancecorp.com,ANDREWCLARK93@email.com,8007839709,Cancelled,20210905,20210906,20220425,PAC,F
RIRNP4DA,DAVID HERNANDEZ,WL10R TX,20211126,C,20210918,764.75,CA,GTL9976526Z,20220425,Kevin,Harris,7349 MAPLE ST,Los Angeles,84944,,100000,Quarterly,N,4254,David,Hernandez,david.hernandez4@insurancecorp.com,KEVINHARRIS12@email.com,8009126828,Cancelled,20211126,20211126,20220312,PAC,M
22YK1LZ2,ROBERT SMITH,SP500 FL,20250327,C,20241229,3429.99,MA,GTL4685256H,20250612,David,Thomas,9755 OAK ST,Worcester,62369,,25000,Quarterly,N,1268,Robert,Smith,robert.smith1@insurancecorp.com,DAVIDTHOMAS38@email.com,8001806746,LP,20250327,,20250509,MAIL,M
FH7FR4XJ,KEVIN YOUNG,WL12G PA,20220929,A,20220713,2549.68,MA,GTL5319277O,20220930,Henry,Williams,9442 OAK ST,Worcester,93084,,12000,Monthly,N,2554,Kevin,Young,kevin.young4@insurancecorp.com,HENRYWILLIAMS79@email.com,8007802407,LP,20220929,,20220901,DIR,F
TMSJGD2R,ANDREW MARTINEZ,WL12S PA,20251204,A,20251202,1752.75,MA,GTL9198888L,20260412,James,Brown,2929 MAPLE ST,Worcester,21849,,10000,Monthly,Y,7378,Andrew,Martinez,andrew.martinez9@insurancecorp.com,JAMESBROWN20@email.com,8008358633,RERAT,20251204,,20260310,PAC,M
L5K05GE6,MEGAN JONES,LIF20 AZ,20231203,A,20231001,581.27,FL,GTL9055036C,20240801,Robert,Lewis,9964 MAPLE ST,Tampa,85382,20240722,100000,Quarterly,N,6918,Megan,Jones,megan.jones9@insurancecorp.com,ROBERTLEWIS57@email.com,8003428655,LP,20231203,,20240615,DIR,M
XGGLAWQM,SOPHIA YOUNG,SP500 FL,20250731,C,20250707,739.39,MI,GTL5930863P,20260517,Jane,Davis,9966 PINE ST,Detroit,10739,,8000,Semi-Annual,N,3043,Sophia,Young,sophia.young3@insurancecorp.com,JANEDAVIS59@email.com,8008733777,Check Returned,20250731,20250803,20260417,PAC,F
HXNQB6CE,MELISSA JOHNSON,UL05G CA,20260130,T,20251231,4613.36,AZ,GTL8013361J,20260225,Ryan,Allen,5077 OAK ST,Tucson,17188,20260311,25000,Monthly,N,0223,Melissa,Johnson,melissa.johnson8@insurancecorp.com,RYANALLEN98@email.com,8008364028,LP,20260130,,20260126,MAIL,M
MS52DWAV,MELISSA CLARK,UL05G CA,20241214,C,20241126,1838.46,WA,GTL3945323R,20250225,David,Hernandez,8508 ELM ST,Spokane,37535,,50000,Annual,Y,8680,Melissa,Clark,melissa.clark8@insurancecorp.com,DAVIDHERNANDEZ47@email.com,8001680493,NSF,20241214,20241214,20250125,PAC,F
4GGBS0OA,JESSICA HERNANDEZ,PUL99 WA,20230710,A,20230607,1564.37,MA,GTL7592609Y,20240503,James,Jackson,5395 OAK ST,Springfield,41392,,8000,Quarterly,N,4149,Jessica,Hernandez,jessica.hernandez4@insurancecorp.com,JAMESJACKSON73@email.com,8003128112,NSF,20230710,20230718,20240320,PAC,F
BL7O21SU,GRACE YOUNG,WL12S PA,20250924,T,20250802,3601.13,WA,GTL5579338O,20251105,Victoria,Taylor,6715 PINE ST,Seattle,18749,,25000,Monthly,Y,7701,Grace,Young,grace.young4@insurancecorp.com,VICTORIATAYLOR41@email.com,8005110811,REI,20250924,,20251018,MAIL,M
V54TBCZC,MICHAEL ALLEN,SP500 FL,20250429,A,20250306,673.1,TX,GTL9035850K,20260421,Ryan,Miller,6835 PINE ST,San Antonio,11811,,8000,Semi-Annual,N,8196,Michael,Allen,michael.allen1@insurancecorp.com,RYANMILLER10@email.com,8007473037,Check Returned,20250429,20250430,20260305,DIR,M
AXNCTLIP,DANIEL LEWIS,WL12G PA,20240917,A,20240726,1873.36,WA,GTL5574830J,20250730,Grace,Allen,9495 OAK ST,Tacoma,71014,,12000,Monthly,Y,8258,Daniel,Lewis,daniel.lewis8@insurancecorp.com,GRACEALLEN86@email.com,8005258061,Check Returned,20240917,20241107,20250713,CHECK,F
QT2CC7E9,BRIAN JACKSON,WL12G PA,20231104,A,20231031,3122.18,NY,GTL4787703K,20240603,Sarah,Thomas,4255 OAK ST,Albany,70112,,5000,Monthly,N,8036,Brian,Jackson,brian.jackson4@insurancecorp.com,SARAHTHOMAS91@email.com,8001028079,NSF,20231104,20240521,20240408,MAIL,M
45Q7Y9E6,JESSICA WILLIAMS,TRM20 NY,20250405,R,20250312,2013.07,AZ,GTL2557739O,20250522,Melissa,Williams,3265 MAPLE ST,Tucson,03811,,12000,Monthly,Y,0053,Jessica,Williams,jessica.williams2@insurancecorp.com,MELISSAWILLIAMS23@email.com,8007696333,Cancelled,20250405,20250405,20250324,PAC,M
MS0JLGSC,DANIEL HALL,PUL99 WA,20251213,R,20251017,1419.91,MA,GTL7315627J,20260512,Robert,Johnson,3369 MAIN ST,Worcester,47400,,10000,Monthly,N,3502,Daniel,Hall,daniel.hall9@insurancecorp.com,ROBERTJOHNSON55@email.com,8003361074,N/A,20251213,,20260325,DIR,F
F5SGRN3Y,GEORGE THOMPSON,SP500 FL,20260211,A,20251225,4907.72,CO,GTL8789172S,20260523,Megan,White,4152 MAIN ST,Aurora,37501,,10000,Annual,Y,1589,George,Thompson,george.thompson4@insurancecorp.com,MEGANWHITE36@email.com,8000969047,CONV,20260211,,20260406,DIR,M
9QRE0EQ2,DAVID MARTIN,WL10R TX,20250101,C,20241027,4503.13,CO,GTL5943760P,20250306,John,Lewis,5646 OAK ST,Aurora,80008,,25000,Monthly,N,3761,David,Martin,david.martin2@insurancecorp.com,JOHNLEWIS92@email.com,8008738168,Account Closed,20250101,20250726,20250112,MAIL,M
8SCFQ6Y0,GEORGE LOPEZ,WL10R TX,20230812,R,20230711,2281.36,CA,GTL8506350T,20230831,William,Wilson,3933 OAK ST,San Diego,44888,,8000,Annual,Y,4000,George,Lopez,george.lopez9@insurancecorp.com,WILLIAMWILSON90@email.com,8006816658,NSF,20230812,20231118,20230720,DIR,M
6QC15Z4N,JANE JONES,WL12S PA,20230311,C,20230226,814.23,NJ,GTL2523682G,20231215,Melissa,Johnson,2501 PINE ST,Newark,33359,20231207,10000,Semi-Annual,N,9863,Jane,Jones,jane.jones9@insurancecorp.com,MELISSAJOHNSON73@email.com,8003883437,Credit Card Declined,20230311,20230322,20231125,DIR,M
Q4UI7JWZ,DAVID JACKSON,WL12G PA,20260129,T,20251031,605.27,TX,GTL5186784Q,20261202,Melissa,Davis,3096 PINE ST,Dallas,66651,,12000,Annual,Y,5277,David,Jackson,david.jackson8@insurancecorp.com,MELISSADAVIS60@email.com,8005606329,RERAT,20260129,,20261102,CHECK,F
1C00EQT6,HENRY JOHNSON,LIF20 AZ,20220613,A,20220610,1952.17,CA,GTL8054937U,20230112,David,Jones,5760 MAIN ST,San Jose,92276,,10000,Quarterly,Y,2580,Henry,Johnson,henry.johnson6@insurancecorp.com,DAVIDJONES32@email.com,8002085140,Account Closed,20220613,20221110,20230103,CHECK,F
9JRN3O39,ASHLEY ANDERSON,UL05G CA,20210202,R,20201201,1589.61,GA,GTL3868250Y,20210907,Emily,Walker,4566 OAK ST,Atlanta,86662,,50000,Monthly,N,2982,Ashley,Anderson,ashley.anderson2@insurancecorp.com,EMILYWALKER86@email.com,8005101217,Account Closed,20210202,20210202,20210729,DIR,M
94CLUNM8,GRACE WILLIAMS,TRM20 NY,20230603,C,20230330,961.08,MI,GTL8016504K,20240330,Emily,Miller,3958 MAPLE ST,Warren,43646,,10000,Annual,N,2202,Grace,Williams,grace.williams3@insurancecorp.com,EMILYMILLER42@email.com,8009600705,RERAT,20230603,,20240214,CHECK,F
LZZKVIVY,EMILY WALKER,SP500 FL,20231021,T,20230723,3334.47,PA,GTL0333812P,20240611,Melissa,Lopez,8872 MAPLE ST,Jim Thorpe,51107,,100000,Semi-Annual,Y,6985,Emily,Walker,emily.walker3@insurancecorp.com,MELISSALOPEZ17@email.com,8008631141,Check Returned,20231021,20231114,20240413,MAIL,M
8KWN0MFH,AMANDA HERNANDEZ,WL12G PA,20251126,T,20250930,4891.07,NJ,GTL9496469B,20260616,Ryan,Martin,6182 ELM ST,Newark,35491,20260601,10000,Monthly,N,2279,Amanda,Hernandez,amanda.hernandez2@insurancecorp.com,RYANMARTIN17@email.com,8005245090,Cancelled,20251126,20251126,20260506,CHECK,F
1SURBSV6,JAMES MOORE,TRM20 NY,20230430,C,20230223,3490.55,WA,GTL1577053R,20240305,James,Brown,8028 PINE ST,Spokane,78260,20240317,8000,Monthly,Y,0934,James,Moore,james.moore3@insurancecorp.com,JAMESBROWN98@email.com,8001871828,NSF,20230430,20230522,20240304,PAC,F
AL5G3R6G,SARAH ANDERSON,LIF20 AZ,20241207,C,20241114,3689.72,MA,GTL1451009U,20250212,Emily,Brown,4367 PINE ST,Worcester,22345,,100000,Monthly,Y,5583,Sarah,Anderson,sarah.anderson8@insurancecorp.com,EMILYBROWN41@email.com,8001451491,NSF,20241207,20241228,20241223,MAIL,M
NAVKEKAT,LAUREN THOMAS,WL12S PA,20250820,C,20250810,908.28,NJ,GTL9241821P,20250916,Sarah,Smith,9419 OAK ST,Newark,25802,,10000,Quarterly,Y,8176,Lauren,Thomas,lauren.thomas8@insurancecorp.com,SARAHSMITH89@email.com,8004648303,RERAT,20250820,,20250719,PAC,M
17FA6PA2,ELIZABETH SMITH,WL10R TX,20240622,R,20240417,2515.2,TX,GTL7008550N,20241128,Victoria,Martin,4804 MAIN ST,Dallas,31156,20241213,5000,Monthly,Y,0821,Elizabeth,Smith,elizabeth.smith4@insurancecorp.com,VICTORIAMARTIN67@email.com,8008102136,Cancelled,20240622,20241107,20241010,CHECK,F
Y84AGY5W,SOPHIA RODRIGUEZ,LIF20 AZ,20230925,A,20230911,916.08,OH,GTL5264376R,20231008,William,Miller,7350 ELM ST,Columbus,06527,,8000,Monthly,Y,5975,Sophia,Rodriguez,sophia.rodriguez5@insurancecorp.com,WILLIAMMILLER35@email.com,8005846678,Cancelled,20230925,20240503,20231006,PAC,F
0ZXDVNY5,DANIEL RODRIGUEZ,WL12G PA,20251226,R,20251219,3144.6,NC,GTL8361345C,20260417,Grace,Miller,4435 OAK ST,Raleigh,36592,,100000,Annual,N,5813,Daniel,Rodriguez,daniel.rodriguez9@insurancecorp.com,GRACEMILLER73@email.com,8004416286,CONV,20251226,,20260220,PAC,F
00F7HD02,CHRIS GARCIA,PUL99 WA,20250813,R,20250619,2638.27,MA,GTL4562010A,20260728,Victoria,Hall,3828 ELM ST,Worcester,71234,,12000,Monthly,N,8545,Chris,Garcia,chris.garcia9@insurancecorp.com,VICTORIAHALL61@email.com,8007091401,NSF,20250813,20250813,20260618,CHECK,F
Z6E7Y1C3,ELIZABETH JONES,UL05G CA,20240503,T,20240425,1833.06,AZ,GTL4952166S,20240930,Robert,Jones,9894 OAK ST,Phoenix,44673,,5000,Monthly,Y,4853,Elizabeth,Jones,elizabeth.jones5@insurancecorp.com,ROBERTJONES10@email.com,8007499999,NSF,20240503,20240503,20240929,DIR,F
INV2MQIH,SARAH LEE,TRM20 NY,20251105,T,20250809,2706.71,NY,GTL8377344F,20260304,Sophia,Lee,8984 PINE ST,Buffalo,86139,,8000,Annual,N,2725,Sarah,Lee,sarah.lee7@insurancecorp.com,SOPHIALEE81@email.com,8004837251,Cancelled,20251105,20251112,20260303,DIR,F
J111UDAV,EMILY THOMPSON,SP500 FL,20241026,T,20240729,2912.13,MI,GTL4218470J,20250307,Matthew,Anderson,9655 MAIN ST,Detroit,94469,,5000,Quarterly,Y,7655,Emily,Thompson,emily.thompson6@insurancecorp.com,MATTHEWANDERSON56@email.com,8007560614,RERAT,20241026,,20250301,CHECK,F
JYIQET6X,JESSICA LEWIS,WL12G PA,20230428,C,20230211,786.83,CA,GTL8020247C,20240412,Jessica,Taylor,8893 ELM ST,San Diego,94517,,10000,Quarterly,N,2258,Jessica,Lewis,jessica.lewis7@insurancecorp.com,JESSICATAYLOR52@email.com,8003850043,Credit Card Declined,20230428,20230907,20240313,MAIL,M
5V3LSTHZ,KEVIN MOORE,PUL99 WA,20240101,C,20231006,3645.88,FL,GTL9285856M,20240208,Andrew,Walker,1990 PINE ST,Miami,96055,,5000,Quarterly,N,0507,Kevin,Moore,kevin.moore7@insurancecorp.com,ANDREWWALKER65@email.com,8003944584,Cancelled,20240101,20240510,20240121,DIR,F
BCM34T9C,KEVIN JOHNSON,WL10R TX,20250725,C,20250627,2253.88,CO,GTL2319096P,20260619,Chloe,Scott,8534 PINE ST,Colorado Springs,23979,20260617,8000,Semi-Annual,N,3835,Kevin,Johnson,kevin.johnson7@insurancecorp.com,CHLOESCOTT62@email.com,8008662739,NSF,20250725,20250928,20260528,MAIL,F
JN2W989P,VICTORIA LEWIS,UL05G CA,20220214,C,20211203,3983.53,TX,GTL0042016H,20230105,Megan,Miller,4981 PINE ST,Austin,03004,20221224,100000,Annual,Y,7000,Victoria,Lewis,victoria.lewis8@insurancecorp.com,MEGANMILLER43@email.com,8009692427,Account Closed,20220214,20220222,20221209,DIR,M
TYYLNVZI,ELIZABETH GARCIA,TRM20 NY,20250622,R,20250602,1320.14,MI,GTL2710646E,20251129,Robert,Hall,2912 PINE ST,Warren,08314,,8000,Monthly,N,4443,Elizabeth,Garcia,elizabeth.garcia7@insurancecorp.com,ROBERTHALL63@email.com,8000772925,N/A,20250622,,20251126,PAC,F
BPE0MEZ2,ANDREW THOMAS,TRM20 NY,20240828,T,20240816,1634.42,OH,GTL5227985K,20241203,Matthew,Taylor,4870 MAPLE ST,Cleveland,70340,,8000,Monthly,Y,2098,Andrew,Thomas,andrew.thomas6@insurancecorp.com,MATTHEWTAYLOR48@email.com,8005683199,RERAT,20240828,,20241009,CHECK,M
QLRPI87V,ANDREW ANDERSON,SP500 FL,20260210,R,20251205,3132.41,CA,GTL0517220U,20270104,Ashley,Scott,9111 MAIN ST,Los Angeles,74798,,100000,Monthly,N,3605,Andrew,Anderson,andrew.anderson4@insurancecorp.com,ASHLEYSCOTT55@email.com,8000918628,RERAT,20260210,,20261207,DIR,F
PSHP4CID,CHRIS WALKER,TRM20 NY,20240921,T,20240715,3769.69,TX,GTL5187036Z,20250123,Andrew,Smith,7936 OAK ST,Dallas,14321,20250123,100000,Semi-Annual,Y,1911,Chris,Walker,chris.walker7@insurancecorp.com,ANDREWSMITH82@email.com,8009941930,,20240921,,20241214,PAC,M
84S7TV0P,AMANDA HARRIS,WL12G PA,20220113,T,20211016,2599.66,MA,GTL6960690H,20220709,Jane,Thompson,8754 MAPLE ST,Springfield,56410,,100000,Monthly,N,8594,Amanda,Harris,amanda.harris5@insurancecorp.com,JANETHOMPSON66@email.com,8007357731,,20220113,,20220521,PAC,F
Y7TAH8LH,JAMES WALKER,WL12S PA,20250730,C,20250627,3835.36,TX,GTL9854538Y,20260423,Kevin,Lopez,628 OAK ST,Houston,51783,,10000,Annual,N,4462,James,Walker,james.walker5@insurancecorp.com,KEVINLOPEZ93@email.com,8003873470,Credit Card Declined,20250730,20251002,20260321,DIR,F
B4D5H1PQ,NICOLE BROWN,LIF20 AZ,20220515,A,20220424,2510.74,MI,GTL4590756Z,20220715,Chloe,Williams,9649 ELM ST,Sterling Heights,40542,,50000,Monthly,N,2423,Nicole,Brown,nicole.brown1@insurancecorp.com,CHLOEWILLIAMS32@email.com,8006416336,CONV,20220515,,20220701,DIR,F
